CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE
50043941,CORK & KALE AT EVEN HOTEL,Manhattan,321,WEST   35 STREET,10001
50112047,RECETTE,Brooklyn,103,HAVEMEYER STREET,11211
41687082,THE POMEROY,Queens,3612,DITMARS BOULEVARD,11105
50000953,DTUT,Manhattan,1744,2 AVENUE,10128
50122496,,Manhattan,345,EAST   62 STREET,10065
50124295,Jet's Pizza,Manhattan,728,AMSTERDAM AVENUE,10025
50014362,URUBAMBA,Queens,86-20,37 AVENUE,11372
50065990,MICHELANGELO'S PIZZA,Staten Island,860,POST AVENUE,10310
50093185,Dumpling House,Queens,9512,JAMAICA AVE,11421
50056708,THE GARRETT,Manhattan,296,BLEECKER STREET,10014
50067221,TACODUMBO (IN THE PENNSY FOOD HALL),Manhattan,2,PENN PLAZA,10121
50112929,,Staten Island,2236,FOREST AVENUE,10303
50072375,NORA THAI,Brooklyn,176,NORTH    9 STREET,11211
50108413,KUYA'S LECHON,Queens,8460,GRAND AVE,11373
50066689,TD BIG J DELI CORP.,Queens,3619,REVIEW AVE,11101
40513031,NINA'S GREAT BURRITO BAR,Manhattan,522,COLUMBUS AVENUE,10024
41600457,TABATA NOODLE RESTAURANT,Manhattan,540,9 AVENUE,10018
50121212,L'Appartement 4F,Brooklyn,115,MONTAGUE STREET,11201
50044020,TEXAS ROTISSERIE,Manhattan,1315,1 AVENUE,10021
50051365,SABROSURA,Bronx,1200,CASTLE HILL AVENUE,10462
50073809,PEACHWAVE,Bronx,2374,GRAND CONCOURSE,10458
50086688,FITRITION,Queens,3255,FRANCIS LEWIS BLVD,11358
50005741,MOON & FLOWER HOUSE,Brooklyn,5912,7 AVENUE,11220
50038684,HARLEM HOOKAH,Manhattan,387,LENOX AVENUE,10027
50056512,INCA'S GRILL PERUVIAN KITCHEN,Staten Island,126,LINCOLN AVENUE,10306
50007215,MARTINIELLO'S PIZZERIA,Queens,95-06,ROOSEVELT AVENUE,11372
41720552,"DUNKIN', 'BASKIN ROBBINS, POPEYES",Brooklyn,1375,ROCKWAY PARKWAY,
50121947,,Bronx,238,WEST  231 STREET,10463
50039052,CHELSEA BAGEL,Manhattan,800,2 AVENUE,10017
50086497,LAILA RESTAURANT & LOUNGE,Staten Island,45,PAGE AVENUE,10309
50109527,RESORT WORLD CASINO- MEETING ROOM,Queens,11000,ROCKAWAY BLVD,11420
50118048,DAVE CHINESE KITCHEN,Queens,18821,UNION TPKE,11366
40952254,DUNKIN,Queens,7016,NORTHERN BOULEVARD,11372
50073806,MAMBI STEAKHOUSE,Manhattan,4181,BROADWAY,10033
50075878,COOKIE CRUMZ,Queens,1015,44TH RD,11101
50109051,Retazos,Queens,859,WYCKOFF AVENUE,11385
50108067,BLUE BOTTLE COFFEE,Manhattan,441,8TH AVE,10001
50106251,TIKAL CAFE,Brooklyn,1312,DECATUR STREET,11207
50003346,BOMBAY SANDWICH CO,Manhattan,48,WEST   27 STREET,10001
41665001,M.A'S FISH & CHIPS PLUS,Brooklyn,508,NOSTRAND AVENUE,11216
50017823,THE HALAL GUYS,Manhattan,720,AMSTERDAM AVENUE,10025
50106121,BRAVO PIZZA,Queens,6926,MAIN ST,11367
50067755,CURRY INDIA RESTAURANT,Manhattan,148,WEST   49 STREET,10019
41304667,LOS 3 POTRILLOS,Brooklyn,1004,4 AVENUE,11232
50114256,,Manhattan,4127,BROADWAY,10033
50044600,"GARDEN MARKET 37, 38",Manhattan,4,PENN PLZ,10121
40945916,CALIBELLA BAKERY,Brooklyn,164,WYCKOFF AVENUE,11237
50046987,PANADERIA MELISSA BAKERY,Brooklyn,6115,5 AVENUE,11220
40623604,GOOD ENOUGH TO EAT (A.G. BISTRO),Manhattan,520,COLUMBUS AVENUE,10024
50109132,LE PAVILLON,Manhattan,1,VANDERBILT AVE,10017
50101355,MS. OHHO,Brooklyn,146,NASSAU AVENUE,11222
50082572,CARDAMOM INDIAN CUISINE,Queens,4345,43RD ST,11104
50117893,,Queens,16546,BAISLEY BLVD,11434
40536534,CASSIDY'S ALE HOUSE,Queens,7502,31 AVENUE,11370
41615149,GOLDEN STARS PIZZA,Brooklyn,4305,16 AVENUE,11204
50090533,GETAWAY,Brooklyn,158,GREEN STREET,11222
41532069,RUBIROSA PIZZA & RISTORANTE,Manhattan,235,MULBERRY STREET,10012
50111827,TWO PERRYS,Manhattan,127,AVENUE C,10009
50108541,Bubbakoos burritos,Staten Island,1145,BAY STREET,10305
41325827,COMPASS GROUP,Manhattan,1,BRYANT PARK,10036
40737932,STARBUCKS,Manhattan,1290,AVENUE OF THE AMERICAS,10119
50117770,LENWICH,Manhattan,8,EAST   48 STREET,10017
50051344,EL BURRITO NACHO & LA NOVA PIZZA,Brooklyn,1636,BROADWAY,11207
50090839,WAYLA,Brooklyn,55,WATER STREET,11201
50057416,KENNEDY FRIED CHICKEN,Queens,11518,LEFFERTS BLVD,11420
50093727,SOMEDAY BAR,Brooklyn,364,ATLANTIC AVENUE,11217
50123741,WACKY BUBBLE WAFFLE,Bronx,2805,WHITE PLAINS ROAD,10467
50097370,PEAKY BARISTA,Manhattan,2680,BROADWAY,10025
50099032,CAFE METRO,Manhattan,2062,BROADWAY,10023
40913297,STARBUCKS,Manhattan,560,LEXINGTON AVENUE,10022
41717438,J. RESTAURANT,Manhattan,2479,FREDERICK DOUGLAS BOULEVARD,10027
50105335,Warique,Queens,9004,37TH AVE,11372
41345907,MEE THAI CUISINE,Brooklyn,180,5 AVENUE,11217
50064699,LUV STORY BAR,Brooklyn,894,WYCKOFF AVENUE,11237
41579300,METATE MEXICAN RESTAURANT,Bronx,3515,JOHNSON AVENUE,10463
50045108,TASTE OF HEAVEN,Brooklyn,251,JACKSON STREET,11211
50113730,,Staten Island,2935,VETERANS ROAD WEST,10309
50044718,BAR AT THE GARDEN (BA6110),Manhattan,4,PENN PLZ,10121
41362620,MAGNOLIA BAKERY,Manhattan,1240,AVENUE OF THE AMERICAS,10020
50110096,SUSHI 35 WEST,Manhattan,224,WEST   35 STREET,10001
50037580,MCDONALD'S,Bronx,5765,BROADWAY,10463
50084400,NOREE THAI BAZAAR,Manhattan,274,GRAND STREET,10002
50123245,,Manhattan,643,2 AVENUE,10016
50112356,,Manhattan,228,EAST  116 STREET,10029
50048555,SUBWAY,Manhattan,3559,BROADWAY,10031
41171216,EAST SIDE BILLIARD,Manhattan,163,EAST   86 STREET,10028
50098531,M NOODLE SHOP,Brooklyn,549,METROPOLITAN AVENUE,11211
50100804,GLAZEY DAYS DONUTS,Manhattan,1802,65 ST TRANSVERSE,
50110305,NATURAL BLEND VEGETARIAN CAFE & JUICE,Brooklyn,767,WASHINGTON AVENUE,11238
50071995,TIJUANA RESTAURANT BAR,Queens,6401,ROOSEVELT AVE,11377
50075158,POKE ZEST,Brooklyn,629,MANHATTAN AVENUE,11222
50093245,Jolene,Manhattan,54,GREAT JONES STREET,10012
50044601,"GARDEN MARKET 35, 35",Manhattan,4,PENN PLZ,10121
50092221,WORTHWILD,Manhattan,156,9 AVENUE,10011
41039810,STARBUCKS COFFEE,Brooklyn,139,FLATBUSH AVENUE,11217
50013879,K RICO,Manhattan,772,9 AVENUE,10019
50101407,CHULAIZHADAO,Queens,3634,UNION ST,11354
50118479,BIERWAXQUEENS,Queens,1680,MADISON STREET,11385
41477872,BANC CAFE,Manhattan,431,3 AVENUE,10016
50119920,Spice Kitchen,Queens,7104,GRAND AVE,11378
50105132,FLAME WEST,Manhattan,100,WEST   82 STREET,10024
41597456,JOE'S SICILIAN BAKERY,Queens,21216,48 AVENUE,11364
41595904,OSLO COFFEE ROASTERS,Manhattan,422,EAST   75 STREET,10021
50105520,90-01 NANA'S KITCHEN,Queens,9001,31ST AVE,11369
41236517,CAFE AMRITA,Manhattan,301,WEST  110 STREET,10026
50105276,BASILIC RESTAURANT,Manhattan,1712,1 AVENUE,10128
50103690,TACOS Y JUGOS GENESIS,Queens,7804,WOODSIDE AVE,11373
50108485,BRADDAH'S/ DON POKE/ CRUMB COOKIE/ GLAZED HEN/ BAOWORKS/ KOBASHI CURRY/ FREE BIRD/ CRAFT BURGER,Manhattan,74,5 AVENUE,10011
50119362,,Manhattan,21,1 AVENUE,10003
50108268,WEN XUAN HOUSE,Brooklyn,287,VAN BRUNT STREET,11231
40376290,KING'S ARMS RESTAURANT,Staten Island,500,FOREST AVENUE,10310
50108757,ZHIQING ACTIVITY CENTER INC,Queens,3420,LINDEN PL,11354
50083399,SUYO GASTROFUSION,Bronx,1401,PLAZA DRIVE,10452
50053247,FLORA,Brooklyn,1021,8 AVENUE,11215
41371272,LOCAL NYC,Manhattan,1,PENN PLAZA,10119
50001076,MILK & HONEY CAFE,Brooklyn,1119,NEWKIRK AVENUE,11230
41081705,VERONICA'S BAR,Queens,3404,36 AVENUE,11106
50122010,BABY GRAND,0,N/A,N/A,N/A
50046815,UNCLE DRINKS,Queens,3255,STEINWAY ST,11103
50078577,FLEMING BY LE BILBOQUET,Manhattan,27,EAST   62 STREET,10065
50068252,ICE CREAM HOUSE ON BEDFORD,Brooklyn,873,BEDFORD AVENUE,11205
50078390,CP GRILL,Queens,13102,14TH AVE,11356
50079571,FRESH POND MEXICAN CUISINE,Queens,6722,FRESH POND RD,11385
50118146,,Manhattan,427,7 AVENUE,10001
50124776,,Manhattan,12,PARK AVENUE,10016
50062750,OVENLY,Brooklyn,210,FLATBUSH AVENUE,11217
50017418,CARITA FELIZ,Brooklyn,218,STOCKHOLM STREET,11237
50118881,DESI CUISINE,Queens,6208,ROOSEVELT AVE,11377
41463441,THE IMMIGRANT NYC,Manhattan,341,EAST    9 STREET,10003
50019011,DUNKIN,Queens,6314,QUEENS BLVD,11377
41671553,BERGEN BAGELS,Brooklyn,536,MYRTLE AVENUE,11205
50104980,5 STAR PIZZA,Bronx,295,EAST GUN HILL ROAD,10467
41694676,SUBWAY,Manhattan,111,CENTRAL PARK NORTH,10026
50109542,TORAJI,Manhattan,217,EAST   43 STREET,10017
41532156,SUSHI YOU,Manhattan,246,EAST   51 STREET,10022
50111415,COCO PAZZERIA,Manhattan,1078,1 AVENUE,10022
50003364,KURENT EVENTS,Brooklyn,305,THROOP AVENUE,11206
50018022,NUTRICION FAMILIAR (Herbalife),Queens,8911,37TH AVE,11372
50109951,POLLO SABROSO DEL VALLE EXPRESS,Bronx,572,EAST  169 STREET,10456
50058090,RETRO FITNESS,Staten Island,2965,VETERANS ROAD WEST,10309
50088962,ABOUT COFFEE,Manhattan,445,COLUMBUS AVENUE,10024
40733080,"DUNKIN',' BASKIN ROBBINS",Brooklyn,137,WYCKOFF AVENUE,11237
50077650,SFILA PIZZA,Manhattan,866,9 AVENUE,10019
41699662,5 STAR VILLAGE CAFE,Brooklyn,1968,CONEY ISLAND AVENUE,11223
40392313,CAFE BELLA VITA,Staten Island,1919,HYLAN BOULEVARD,10305
41561140,COTTA,Manhattan,513,COLUMBUS AVENUE,10024
50118302,EL SITIO RESTAURANT,Manhattan,46,MULBERRY STREET,10013
50004377,AREPAS CAFE,Queens,3307,36TH AVE,11106
41005946,MIKE'S OAKWOOD DINER,Staten Island,3161,AMBOY ROAD,10306
41294647,PIO PIO,Manhattan,210,EAST   34 STREET,10016
40654198,DUNKIN,Bronx,1780,EAST GUNHILL ROAD,10469
50006470,DYLAN'S CANDY BAR,Queens,,JFK AIRPORT,11430
50063056,MASPETH CAFETERIA,Queens,4805,GRAND AVE,11378
41694297,BURGER KING,Brooklyn,417,FULTON STREET,11201
50082604,MIDDLE VILLAGE BAGELS,Queens,7916,ELIOT AVE,11379
50119446,SABOR PERUANO III,Queens,6021,39TH AVE,11377
41233916,9TH STREET LUNCHEONETTE,Brooklyn,7,9 STREET,11231
50117961,BLANK STREET,Manhattan,300,BLEECKER STREET,10014
50103473,GREENPOINT ORIGINAL PIZZA,Brooklyn,93,NORMAN AVENUE,11222
50101035,TACO BELL CANTINA,Manhattan,560,WEST  207 STREET,10034
50086623,YAMATO,Brooklyn,168,7 AVENUE,11215
50032842,RETRO FITNESS,Manhattan,1,NEW YORK PLAZA,10004
50055515,THE BEERKEEPER,Queens,5815,WOODSIDE AVE,11377
50114564,BKLYN PIZZA COMPANY,Queens,207,CYPRESS AVENUE,11385
50120359,THE CHIPPERY,Manhattan,85,1 AVENUE,10003
40373669,BuBo,Manhattan,515,3 AVENUE,10016
41174947,LUNA'S RESTAURANT,Queens,4313,BROADWAY,11103
41644679,PIONEER RESTAURANT,Bronx,223,WEST  231 STREET,10463
50125998,,Brooklyn,774,ROCKAWAY AVENUE,11212
50105065,MEXICOCINA AGAVERIA,Brooklyn,708,WASHINGTON AVENUE,11238
50082317,THE JUICY BOX,Brooklyn,2281,NOSTRAND AVENUE,11210
50055001,MICHAEL ANTHONY'S,Staten Island,307,NELSON AVENUE,10308
40539772,BOWLER LAND,Bronx,2417,HOLLERS AVENUE,10475
41693861,ACE BAGEL & DELI,Queens,25305,NORTHERN BOULEVARD,11362
50019203,SOPHIE'S CUBAN CUISINE,Manhattan,76,FULTON STREET,10038
50007971,EL PITALLITO RESTAURANT,Manhattan,3854,BROADWAY,10032
41132975,CAFE GRUMPY,Brooklyn,193,MESEROLE AVENUE,11222
50092722,ELECTRIC LEMON,Manhattan,35,HUDSON YARDS,10001
50076090,GYRO BBQ FRIED CHICKEN,Brooklyn,3680,NOSTRAND AVENUE,11229
41225181,STARBUCKS,Manhattan,345,HUDSON STREET,10014
50087995,LA TROPEZIENNE BAKERY,Manhattan,2131,1 AVENUE,10029
41225718,ROMAN'S,Brooklyn,243,DEKALB AVENUE,11205
50098826,CHOP'T,Manhattan,200,VARICK STREET,10014
50038383,CARTAZ CUISINE,Brooklyn,233,RALPH AVENUE,11233
50111711,JUNES BAKERY & CAFE,Brooklyn,1505,AVENUE U,11229
50117882,,Brooklyn,1655,SHEEPSHEAD BAY ROAD,11235
41714997,LAFAYETTE,Manhattan,380,LAFAYETTE STREET,10003
50109284,BICHEIROS CAFE,Queens,10505,JAMAICA AVE,11418
50108213,AUTHENTIC AFRICAN GRILL,Queens,19006,99TH AVE,11423
40576810,JERK HUT,Queens,23107,MERRICK BOULEVARD,11413
50105774,PASTRAMI QUEEN,Manhattan,138,WEST   72 STREET,10023
50084752,FORTUNE,Queens,18026,UNION TPKE,11366
41686991,THE BUFFET,Queens,2007,127 STREET,11356
50073356,ELITE CAFE,Queens,7228,MAIN ST,11367
50068980,NUEVO TULCINGO AZTECA,Bronx,134,EAST  170 STREET,10452
41576068,PARKSIDE PUB,Queens,2414,149 STREET,11357
50105571,RIVIERA MAYA RESTAURANT,Queens,2828,STEINWAY ST,11103
50066463,Cafe 53,Manhattan,1301,AVE OF TH AMER,
50014419,ROCKA ROLLA,Brooklyn,486,METROPOLITAN AVENUE,11211
40389011,BAGEL CAFE,Bronx,2214,BARTOW AVENUE,10475
50121183,,Brooklyn,198,RANDOLPH STREET,11237
50091935,Chez Les Frenchies,Manhattan,501,EAST   75 STREET,10021
41380933,INATTESO CAFE CASANO,Manhattan,38,WEST STREET,10006
41654442,DUNKIN,Manhattan,1248,LEXINGTON AVENUE,10028
50120981,,Manhattan,1,WEST  137 STREET,10037
50118731,DON POLLO,Queens,8302,95TH AVE,11416
50112201,COFFEE BEAN & TEA LEAF,Brooklyn,343,GOLD STREET,11201
50117757,,Bronx,457,SOUTHERN BOULEVARD,10455
50036814,PIPO'S RESTAURANT,Manhattan,166,EAST  118 STREET,10035
50080344,MONA'S CUISINE,Staten Island,360,TARGEE STREET,10304
50120197,PIZZA HUT 40003,Manhattan,1980,AMSTERDAM AVENUE,10032
41261148,EL VALLE RESTAURANT,Bronx,640,MELROSE AVENUE,10455
50110695,BOTTE US,Manhattan,1606,1 AVENUE,10028
50114485,BK CAFE,Brooklyn,268,PROSPECT PARK WEST,11215
41483197,CAFE TABU,Brooklyn,2205,AVENUE X,11235
41525880,BEDAWI CAFE,Brooklyn,266,PROSPECT PARK WEST,11215
50012006,GRAND SICHUAN,Manhattan,229,9 AVENUE,10001
50116787,El Valle.com,Bronx,549,COMMONWEALTH AVENUE,10473
50120455,,Brooklyn,815,66 STREET,11220
41571350,"THE MET GRILL, DOUBLE TREE HOTEL",Manhattan,569,LEXINGTON AVENUE,10022
50077758,THREE ROOSTERS,Manhattan,792,9 AVENUE,10019
50052585,CHECKERS,Brooklyn,43,EMPIRE BOULEVARD,11225
50043127,"OAXACA TAQUERIA, HOYT ST",Brooklyn,75,HOYT STREET,11201
41710527,JUST SALAD,Manhattan,321,WEST   49 STREET,10019
40402362,BLAKE & TODD,Manhattan,7,WEST   47 STREET,10036
50101008,DUNKIN',Bronx,5201,BROADWAY,10463
41225179,STARBUCKS,Manhattan,340,MADISON AVENUE,10173
40663973,PEPE JOE'S PIZZERIA,Bronx,722,COURTLAND AVENUE,10451
50125732,,Manhattan,1944,AMSTERDAM AVENUE,10032
40394401,BAR SIX,Manhattan,502,6 AVENUE,10011
41524226,MIKEY BAGELS,Staten Island,7420,AMBOY ROAD,10307
50037817,FATTY DADDY TACO,Brooklyn,152,SMITH STREET,11201
41559345,HEALTHY BLENDZ,Brooklyn,2912,GLENWOOD ROAD,11210
50101864,OSTERIA DELBIANCO,Manhattan,22,EAST   49 STREET,10017
50065187,TACOS EL NOPAL,Brooklyn,8321,5 AVENUE,11209
50119938,THE MONKEY KING,Brooklyn,1329,WILLOUGHBY AVENUE,11237
50070804,PITA PAN,Queens,3715,30TH AVE,11103
50106024,ANDALUCIA BAR & LOUNGE,Brooklyn,1336,BUSHWICK AVENUE,11207
50104402,SPRINGHILL SUITES,Queens,14035,QUEENS BLVD,11435
50043829,SETAGAYA,Brooklyn,280,BEDFORD AVENUE,11249
50043011,THE BURGARY,Manhattan,67,CLINTON STREET,10002
50014942,NUHMA,Queens,33-15,GREENPOINT AVENUE,11101
50004923,ARUNEE THAI,Queens,78-23,37 AVENUE,11372
50107632,kampai hibachi & brazilian Grill,Queens,18501,UNION TPKE,11366
50060814,39 KINGS,Queens,3907,PRINCE ST,11354
41575665,KAVE ESPRESSO BAR,Brooklyn,1087,FLUSHING AVENUE,11237
41554963,COLOMBIA RESTAURANT,Brooklyn,376,5 AVENUE,11215
40400453,CAFE EIGHTY TWO,Manhattan,2282,BROADWAY,10024
50060390,CHOP'T,Manhattan,350,5 AVENUE,10118
40704155,ERAWAN THAI CUISINE,Queens,4231,BELL BOULEVARD,11361
50106209,THE COMMERCE INN,Manhattan,50,COMMERCE STREET,10014
50103218,ASIA HARBOR,Brooklyn,404,CHURCH AVENUE,11218
41124419,BURGER HUT,Bronx,152112,WESTCHESTER AVENUE,
50097472,TACOVISION,Manhattan,244,EAST   53 STREET,10022
50003233,HAPPY WOK,Manhattan,175,AVENUE C,10009
50102674,RLA,Manhattan,95,7TH AVE S,10014
41629811,STRIP HOUSE,Manhattan,13,EAST   12 STREET,10003
50059197,ARCHDIOCESES OF NY,Manhattan,1011,1 AVENUE,10022
50068205,YE GARDEN,Queens,7102,FRESH POND RD,11385
41354676,ALI BABA'S TERRACE,Manhattan,862,2 AVENUE,10017
50102800,D'LENNY RESTAURANT,Queens,1028,BEACH   20 STREET,11691
50057894,WHILE WE WERE YOUNG,Manhattan,183,WEST   10 STREET,10014
50011745,SAUCE N CHEESE,Brooklyn,509,ALBANY AVENUE,11203
41603147,MCDONALD'S,Bronx,1625,WEBSTER AVENUE,10457
50013579,THAI BASIL,Brooklyn,3682B,NOSTRAND AVENUE,11229
50103090,EL NOPAL RESTAURANT & JUICE BAR,Brooklyn,631,5 AVENUE,11215
50061516,FEED,Brooklyn,55,WATER STREET,11201
40393044,SCALINATELLA RESTAURANT,Manhattan,201,EAST   61 STREET,10065
50045324,CARIDAD CHINA RESTAURANT,Brooklyn,108,GRAHAM AVENUE,11206
41248591,NEW YORK TIMES CAFE,Manhattan,620,8 AVENUE,10018
50118168,SOFOKE LOUNGE,Bronx,1285,SHAKESPEARE AVENUE,10452
50056591,SUBWAY,Bronx,311,EAST  204 STREET,10467
41642950,CHECKERS,Queens,2712,QUEENS PLAZA SOUTH,11101
50001994,YMC GOOD TASTE CHINESE RESTAURANT,Queens,47-05,FRANCIS LEWIS BOULEVARD,11361
50072745,DEJA VU,Staten Island,297,PORT RICHMOND AVENUE,10302
50106146,SFORNO PIZZA,Manhattan,2393,BROADWAY,10024
41320931,RICH VILLAGE RESTAURANT,Brooklyn,6009,7 AVENUE,11220
50071438,PLAYSTATION THEATRE,Manhattan,1515,BROADWAY,10036
40544528,LE GIGOT,Manhattan,18,CORNELIA STREET,10014
50097100,WHITE TIGER,Brooklyn,601,VANDERBILT AVENUE,11238
40890407,CEA LO CAFE,Bronx,1003,SOUNDVIEW AVENUE,10472
41139219,DOKEBI GRILL,Brooklyn,199,GRAND STREET,11211
41289750,NORTH SQUARE,Manhattan,103,WAVERLY PLACE,10011
50099541,CIPRIANI SOUTH STREET,Manhattan,10,SOUTH STREET,10004
50086872,GREAT HOP'S KITCHEN,Queens,10969,FRANCIS LEWIS BLVD,11429
50094770,POPEYES,Bronx,3555,WHITE PLAINS ROAD,10467
50053669,FAMOUS CALABRIA PIZZERIA,Manhattan,27,SAINT JAMES PLACE,10038
50089784,DUNKIN,Queens,9331,SUTPHIN BLVD,11435
41463561,SOMTUM DER,Manhattan,85,AVENUE A,10009
50074685,SITA THAI,Manhattan,3609A,BROADWAY,10031
50115257,EL PRIMO CHUY,Brooklyn,286,KINGS HIGHWAY,11223
50054639,"BURGER KING, CINNABON",Manhattan,1313,BROADWAY,10001
41548334,55 THOMAS CAFE,Manhattan,55,THOMAS STREET,10013
50092076,JUST SALAD,Manhattan,750,3 AVENUE,10017
50101743,DUNKIN',Manhattan,1721,BROADWAY,10019
41396670,HIGHLANDERS (STAND 318),Bronx,1,EAST  161 STREET,10451
50101513,LENNY'S WEST INDIAN COOKHOUSE,Queens,11206,LIBERTY AVE,11419
41614210,PETALUMA,Manhattan,1356,1 AVENUE,10021
50040477,MOMOCHAI,Queens,5716,WOODSIDE AVE,11377
41382211,MOON PALACE DELI,Brooklyn,496,ATLANTIC AVENUE,11217
50124605,,Manhattan,37,SAINT MARKS PLACE,10003
50080503,SAYORI,Staten Island,1440,FOREST AVENUE,10302
40785023,SAHARA EAST RESTAURANT,Manhattan,184,1 AVENUE,10009
50111283,SABOR DE COLOMBIA RESTAURANT & BAKERY,Brooklyn,4601,5 AVENUE,11220
41711425,LINCOLN STATION,Brooklyn,409,LINCOLN PLACE,11238
50091295,ORE BAR,Brooklyn,277,GRAHAM AVENUE,11211
50069698,BAR BASIC,Brooklyn,71,7 AVENUE,11217
50122904,,Brooklyn,55,WATER STREET,11201
50009665,POCKET BAR NYC,Manhattan,455,WEST   48 STREET,10036
50098020,MOISHE'S PLACE,Brooklyn,868,BEDFORD AVENUE,11205
50002644,KAM LONG KITCHEN KINGS,Brooklyn,1031,RUTLAND ROAD,11212
50001986,HOOTERS,Queens,61-09,190 STREET,11365
50071370,HAGANE HIBACHI JAPANESE GRILL,Queens,16102,CROSSBAY BLVD,11414
50076656,BUNNY,Brooklyn,449,NOSTRAND AVENUE,11216
50100549,RITZ DINER,Manhattan,1133,1 AVENUE,10065
50117805,SMITH STREET BAGELS,Brooklyn,202,SMITH STREET,11201
50110325,PUEBLO QUERIDO COFFEE,Brooklyn,34,NORTH    6 STREET,11249
50106069,FRANCESCO'S,Bronx,43,BRUCKNER BOULEVARD,10454
41064439,THE JAGUAR RESTAURANT,Manhattan,1735,LEXINGTON AVENUE,10029
50073244,MANGO CREPES AND MORE,Queens,8310,NORTHERN BLVD,11372
50085580,RAMEN & UDON,Queens,136-20,ROOSEVELT AVENUE,11354
50116941,EMPIRE 111,Manhattan,1902,A C POWELL BOULEVARD,10026
50000946,FRONT PAGE RESTAURANT,Bronx,4002,BRONXWOOD AVENUE,10466
41457495,HALE & HEARTY SOUP,Manhattan,286,MADISON AVENUE,10017
50054726,W & Y BAKERY,Brooklyn,1703,AVENUE U,11229
50085477,DEVON,Manhattan,252,BROOME STREET,10002
50039535,TASTY HAND-PULLED NOODLES,Manhattan,648,9 AVENUE,10036
50105575,COME ON THAI CUISINE,Brooklyn,7803,3 AVENUE,11209
41436074,MICHAEL ANGELO'S BRICK OVEN,Bronx,2477,ARTHUR AVENUE,10458
50117840,TACO BELL,Bronx,961,EAST  174 STREET,10460
50038792,BEST BURGER PALACE,Brooklyn,986,ATLANTIC AVENUE,11238
41479157,CHEAP SHOTS SPORTS BAR and LOUNGE,Queens,149-05,UNION TURNPIKE,11367
50116330,MUG & CUP COFFEE,Brooklyn,1382,NOSTRAND AVENUE,11226
50085255,YUNSHANG RICE NOODLE HOUSE,Manhattan,53,BAYARD STREET,10013
50123117,,Manhattan,207,BOWERY,10002
41524607,THE WHISKEY BROOKLYN,Brooklyn,44,BERRY STREET,11249
50073627,FUJI EAST,Manhattan,455,MAIN STREET,10044
50014728,EMPIRE GARDEN,Manhattan,911,COLUMBUS AVENUE,10025
50056065,BAR 180,Manhattan,4241,BROADWAY,10033
40579745,CHICKEN HOLIDAY EXPRESS,Staten Island,3785,VICTORY BOULEVARD,10314
50120693,Woodzzy Bar and Restaurant,Brooklyn,1133,CLARKSON AVENUE,11212
50104274,GAGE & TOLLNER,Brooklyn,372,FULTON STREET,11201
50097718,SEA FOOD KINGS,Queens,20541,LINDEN BLVD,11412
40692209,DUNKIN,Queens,7167,YELLOWSTONE BOULEVARD,11375
41485091,BRAVO PIZZA,Manhattan,115,EAST   14 STREET,10003
41339289,THE GOOD FORK,Brooklyn,391,VAN BRUNT STREET,11231
50120405,,Bronx,2192,WHITE PLAINS ROAD,10462
50103761,MARCE TAQUERIA,Bronx,226,WILLIS AVENUE,10454
50070458,YUMMY TACO,Brooklyn,9625,AVENUE L,11236
40424410,HIGHWAY BAGELS,Brooklyn,1921,KINGS HIGHWAY,11229
50036244,MAMMA LORNA'S RESTAURANT,Bronx,3007,EASTCHESTER ROAD,10469
41316785,RALPH'S FAMOUS ITALIAN ICES,Queens,1248,CLINTONVILLE STREET,11357
50094358,SIMPLY SWEET,Brooklyn,2106A,AVENUE U,
50104946,NEW HAPPY GOLDEN HOUSE,Queens,10504,LIBERTY AVE,11417
50060384,CORNER SLICE,Manhattan,600,11 AVENUE,10036
50059601,CAFE MORNING OF NY,Queens,15814,NORTHERN BLVD,11358
50017303,BATATA,Brooklyn,3021,FORT HAMILTON PARKWAY,11218
50104959,7 ELEPHANTS,Manhattan,221,EAST BROADWAY,10002
50084355,ONE TWO FREE SUSHI,Brooklyn,318,CORTELYOU ROAD,11218
50015385,PIZZA D'AMORE,Brooklyn,3003,AVENUE U,11229
50103129,SKILLMAN'S FAMOUS PIZZA & COFFEE SHOP,Queens,4606,SKILLMAN AVE,11104
50124904,,Brooklyn,1431,CONEY ISLAND AVENUE,11230
40602855,STARBUCKS,Manhattan,462,7 AVENUE,10018
50111857,,Manhattan,688,6 AVENUE,10010
40424488,RENATO'S PASTRY SHOP,Staten Island,1646,FOREST AVENUE,10302
50090899,HAPPY GARDEN,Bronx,208,EAST  165 STREET,10456
41317177,SOCCER TAVERN,Brooklyn,6004,8 AVENUE,11220
50051014,LA PARADA RESTAURANT,Brooklyn,855,4 AVENUE,11232
50088036,YUM YUM TOO,Manhattan,662,9 AVENUE,10036
40643680,KENT THEATRE,Brooklyn,1170,CONEY ISLAND AVENUE,11230
41711607,SERENA'S CATERING HALL,Staten Island,192,EBBITTS STREET,10306
50085822,HAPPY ZOE VEGAN BAKERY,Brooklyn,102B,NASSAU AVENUE,11222
50056450,K & V BAKERY,Brooklyn,1405,AVENUE U,11229
50094961,BREAD N WINE,Manhattan,1415,LEXINGTON AVENUE,10128
41445662,EL ABUELO GOZON,Queens,7903,ROOSEVELT AVENUE,11372
