bar_pub_name,borough,building,address,zip,phone,latitude,longitude
MILK BAR CHELSEA,Manhattan,220,8 AVENUE,10011,3472691186,40.744185714272,-73.999271010266
MILK BAR NOLITA,Manhattan,246,MOTT STREET,10012,3472425762,40.723347344135,-73.994757972235
MILK BAR WEST VILLAGE,Manhattan,74,CHRISTOPHER STREET,10014,3472425762,40.73351951589,-74.003384566798
MIMIS RESTAURANT & BAR,Manhattan,984,SECOND AVENUE,10022,2126884692,40.756216898717,-73.967528807602
MOLLY WEE PUB,Manhattan,402,8 AVENUE,10001,2129672627,40.749754738358,-73.995221468286
MOMOFUKU MILK BAR,Manhattan,251,EAST   13 STREET,10003,3475779504,40.732124435778,-73.986541397785
MOMOFUKU MILK BAR UWS,Manhattan,561,COLUMBUS AVENUE,10024,2122560586,40.787291350008,-73.971568978116
MOMOFUKU NOODLE BAR,Manhattan,171,1 AVENUE,10003,2127777773,40.729096661567,-73.98420400185
MONKEY BAR,Manhattan,60,EAST   54 STREET,10022,2122881010,40.760091208591,-73.973158083177
MR. BIGGS BAR AND GRILL,Manhattan,596,10 AVENUE,10036,2122462030,40.760385178919,-73.994903045468
MUI KITCHEN & BAR,Manhattan,10,WEST   32 STREET,10001,2122441900,40.747437429821,-73.986202651877
MULBERRY STREET BAR,Manhattan,176 1\2,MULBERRY STREET,,2122269345,0.0,0.0
MUSES 35 BAR & KARAOKE,Manhattan,248,WEST   35 STREET,10001,6466698050,40.752233044847,-73.991539806142
Momo Fuku Noodle Bar,Manhattan,10,COLUMBUS CIRCLE,10019,6469188752,40.767808491195,-73.982266967297
NANCY WHISKEY PUB,Manhattan,1,LISPENARD STREET,10013,2122269943,40.720539457665,-74.005010921281
NASSAU BAR,Manhattan,118,NASSAU STREET,10038,2129620011,40.710864047242,-74.006957997616
NEARY'S PUB,Manhattan,358,EAST   57 STREET,10022,2127511434,40.758639389205,-73.963748322244
NEW AMSTERDAM BURGER AND BAR,Manhattan,680,COLUMBUS AVENUE,10025,2123620700,40.790987835591,-73.968891340833
NEW LIFE JUICE BAR & LOUNGE,Manhattan,67,SAINT NICHOLAS AVENUE,10026,6466923600,40.801069195151,-73.952538897208
NEW YORK BEER COMPANY,Manhattan,321,WEST   44 STREET,10036,2122452337,40.758883444152,-73.989669154574
NINA'S GREAT BURRITO BAR,Manhattan,522,COLUMBUS AVENUE,10024,2127873473,40.785957643232,-73.972566222568
NO HO JUICE BAR & DELI,Manhattan,208,MERCER STREET,10012,2127775070,40.726712503605,-73.996821431132
NO. 142 BAR,Manhattan,142,SULLIVAN STREET,10012,2124772404,40.726976028462,-74.001959103004
NORDSTROM BROADWAY BAR,Manhattan,225,WEST   57 STREET,10019,2063734068,40.766065420049,-73.981317989964
NORDSTROM SHOE BAR,Manhattan,225,WEST   57 STREET,10019,2122952000,40.766065420049,-73.981317989964
NOUS ESPRESSO BAR,Manhattan,1150,AMSTERDAM AVENUE,10027,9176280283,40.807226024381,-73.960766902947
NYC CAFE JUICE BAR,Manhattan,2327,1 AVENUE,10035,9294032558,40.798076432758,-73.933893348527
Nonna Dora's Pasta Bar,Manhattan,606,2 AVENUE,10016,9145480393,40.744364393269,-73.976156197018
O'FLANAGAN'S BAR AND RESTAURANT,Manhattan,1664,3 AVENUE,10128,9174167980,40.78341690065,-73.950634089958
O'HANLON'S BAR,Manhattan,349,EAST   14 STREET,10003,2125337333,40.731536585101,-73.98299468347
OASIS JIMMA JUICE BAR,Manhattan,3163,BROADWAY,10027,6465900685,40.814647218976,-73.959057318676
OBICA MOZZARELLA BAR,Manhattan,928,BROADWAY,10010,2127772754,40.740158668444,-73.989491637076
OBICA MOZZARELLA BAR,Manhattan,590,MADISON AVENUE,10022,2123552217,40.762138637388,-73.972478605572
OCULUS BEER GARDEN,Manhattan,33,VESEY STREET,10007,9172843261,40.71217579013,-74.010359649538
OLD STOVE PUB,Manhattan,1076,1 AVENUE,10022,6315373300,40.759314091836,-73.962174131732
OLD TOWN BAR & RESTAURANT,Manhattan,45,EAST   18 STREET,10003,2125296732,40.73759507351,-73.989647208522
OM JUICE BAR,Manhattan,62,MADISON AVENUE,10016,3232058395,40.743479469201,-73.98608799241
OMEGA SALAD BAR AND DELI,Manhattan,351,WEST  125 STREET,10027,7182381000,40.810857068175,-73.952795602284
ORAI RECORD BAR,Manhattan,212,EAST   52 STREET,10022,9172614726,40.756840453612,-73.969326057646
ORTZI RESTAURANT AND BAR LOCATED INSIDE LOUMA HOTEL,Manhattan,120,WEST   41 STREET,10036,2127308900,40.754521565161,-73.985457637916
OYSTER BAR,Manhattan,0,GRAND CENTRAL TERMINAL,10017,2124906650,40.752513822619,-73.977304639681
PADDY MAGUIRE'S ALE HOUSE,Manhattan,237,THIRD AVENUE,10003,2122530031,40.736727169718,-73.98466045966
PADDY REILLY'S BAR,Manhattan,519,2 AVENUE,10016,2126861210,40.741548681548,-73.978243046895
PAPILLON BISTRO & BAR,Manhattan,22,EAST   54 STREET,10022,2127549006,40.760645950373,-73.974475419522
PARAMOUNT BAR & GRILL,Manhattan,235,WEST   46 STREET,10036,2128274116,40.759124635911,-73.986348218206
PARK BAR,Manhattan,15,EAST   15 STREET,10003,2123679085,40.736491909166,-73.992635170374
PARNELL'S PUB,Manhattan,350,EAST   53 STREET,10022,2127531761,40.756238401752,-73.965958657687
PEBBLE BAR,Manhattan,1240,AVE OF TH AMER,,7189098636,0.0,0.0
PECULIAR PUB,Manhattan,145,BLEECKER STREET,10012,2123531327,40.728170015273,-73.999155730482
PENNSY BAR,Manhattan,2,PENN PLAZA,10121,6468131818,40.750009774218,-73.991345194031
PERCH BAR,Manhattan,1693,LEXINGTON AVENUE,10029,9174828006,40.792442358178,-73.946116624781
PETER DILLON'S BAR,Manhattan,130,EAST   40 STREET,10016,2122133998,40.750043426897,-73.976749671021
PICANTE MEXICAN BAR AND GRILL RESTAURANT,Manhattan,3424,BROADWAY,10031,2122346479,40.822824262787,-73.953068905393
PICO DE GALLO BAR & KITCHEN,Manhattan,768,AMSTERDAM AVENUE,10025,6462944060,40.795129851738,-73.969593666186
PIECES BAR,Manhattan,8,CHRISTOPHER STREET,10014,2129299291,40.733999899611,-74.000054124594
PIER 25 SNACK BAR,Manhattan,225,WEST STREET,10013,9173024616,40.719965255995,-74.012254825356
PIERRE LOTI CAFE WINE BAR,Manhattan,53,IRVING PLACE,10003,2127775684,40.736030320451,-73.987283939649
PINO WINE BAR,Manhattan,156,EAST   33 STREET,10016,6463036060,40.7454876763,-73.979663674365
PIONEERS BAR & LOUNGE,Manhattan,134,WEST   29 STREET,10001,2127142222,40.747114039331,-73.991190383844
PLANT BAR,Manhattan,1204,BROADWAY,10001,9178219942,40.746257439365,-73.988537902579
PLANTSHED COFFEE BAR,Manhattan,723,AMSTERDAM AVENUE,10025,2126624400,40.793565633714,-73.970706739981
PLAYHOUSE BAR,Manhattan,100A,7TH AVE S,10014,2124272567,40.733025465221,-74.003139180381
PLAYWRIGHT CELTIC PUB,Manhattan,202,WEST   49 STREET,10019,2122629263,40.760551605711,-73.983990757676
PLAYWRIGHT IRISH PUB,Manhattan,27,WEST   35 STREET,10001,2122688868,40.74958096514,-73.985213298148
POCKET BAR NYC,Manhattan,455,WEST   48 STREET,10036,6466829062,40.762877208705,-73.99137961431
POKE BAR,Manhattan,1333,BROADWAY,10018,2122444320,40.750821897104,-73.98776113167
PORTER HOUSE BAR & GRILL,Manhattan,10,COLUMBUS CIRCLE,10019,2128239500,40.767808491195,-73.982266967297
PRELUDE CAFE & BAR (ALLICE TULLY HALL),Manhattan,132,WEST   65 STREET,10023,2126714200,40.773473821016,-73.983290821654
PRIMO'S BAR,Manhattan,95,WEST BROADWAY,10013,9175123432,40.715582149874,-74.009166162944
PROONG NOODLE BAR,Manhattan,347,1 AVENUE,10010,2124751564,40.735079541835,-73.979706555216
PROVA PIZZA BAR,Manhattan,89,EAST   42 STREET,10017,2129720385,40.752093933162,-73.977604354379
PULLEY COFFEE BAR,Manhattan,75,9 AVENUE,10011,6466437584,40.741869040229,-74.004713006739
Platinum Dolls Gentlemen's Club & Spots Bar,Manhattan,725,7 AVENUE,10019,9547096284,40.760010894847,-73.98403781451
Playwright Celtic Pub,Manhattan,732,8 AVENUE,10036,2123548404,40.759393827978,-73.988203542079
"QUAD CINEMA, QUAD BAR",Manhattan,34,WEST   13 STREET,10011,2122552243,40.735819584525,-73.995359590907
RAMINI ESPRESSO BAR,Manhattan,265,WEST   37 STREET,10018,3479070343,40.753621849183,-73.990958519981
RAO'S BAR & GRILL,Manhattan,455,EAST  114 STREET,10029,2127226709,40.793921210763,-73.934468118242
RAY'S PIZZA BAR,Manhattan,2048,AMSTERDAM AVENUE,10032,9177349537,40.835592225533,-73.940046433258
REFINERY LOBBY BAR,Manhattan,63,WEST   38 STREET,10018,8477859617,40.751765717808,-73.984628109205
REGGAE SUN DELIGHTS NATURAL JUICE BAR,Manhattan,227229,WEST 145 STREET,,6463689725,0.0,0.0
REVLON BAR - BELMONT ROOM @ METROPOLITAN OPERA,Manhattan,NKA,LINCOLN CENTER PLAZA,10023,2127993400,40.772488520236,-73.983753201005
RINCON 50 SPANISH WINE BAR,Manhattan,739,9 AVENUE,10019,9174091545,40.763387532713,-73.989025890247
RISE BAR,Manhattan,859,9 AVENUE,10019,9174057905,40.767100897914,-73.986314085955
"RIU PLAZA (Fashion Bar & Kitchen, Grab & Go)",Manhattan,305,WEST   46 STREET,10036,3053333264,40.760005931921,-73.98842723593
ROBUSTA ESPRESSO BAR,Manhattan,50,WEST   47 STREET,10036,2123020242,40.757325920433,-73.980187044081
ROOFTOP BAR,Manhattan,27,GRAND STREET,10013,9146313030,40.722820371308,-74.004726085247
"ROWLAND'S BAR AND GRILL, CHEF STREET",Manhattan,151,WEST   34 STREET,10001,2128683001,40.750509164767,-73.989479170444
RUDY'S BAR & Grill,Manhattan,627,9 AVENUE,10036,6467070890,40.759929350815,-73.99154604425
RUFFIAN WINE BAR,Manhattan,125,EAST    7 STREET,10009,2127770855,40.72637935772,-73.984309277291
RUMBA BAR & GRILL,Manhattan,185,AVENUE C,10009,2018936413,40.726718458479,-73.976912980426
RYAN MAGUIRE'S BAR & RESTAURANT,Manhattan,28,CLIFF STREET,10038,2125666906,40.708223672407,-74.00519033719
Rake Wine Bar,Manhattan,45,1 AVENUE,10003,7186838251,40.724403531179,-73.987621690674
Reception Bar,Manhattan,45,ORCHARD STREET,10002,3103418175,40.716334241902,-73.991158394388
Retro Grill & Bar (Holiday Inn),Manhattan,150,DELANCEY STREET,10002,2124752500,40.717961430697,-73.986457690329
SAGRA PIZZA BAR,Manhattan,62,CARMINE STREET,10014,6466308331,40.729767394703,-74.004210624944
SAKE BAR SATSKO,Manhattan,202,EAST    7 STREET,10009,2126140933,40.724679731477,-73.980315844648
SALLY'S BAR,Manhattan,129,LEXINGTON AVENUE,10016,2126863800,40.743017806947,-73.982168936048
SAN MATTEO PIZZA ESPRESSO BAR,Manhattan,1739,2 AVENUE,10128,2124266943,40.780342483894,-73.949957542423
SANT AMBROEUS COFFEE BAR,Manhattan,1136,3 AVENUE,10065,6463055813,40.766157116226,-73.963227976539
SANTIAGO'S BEER GARDEN,Manhattan,2337,1 AVENUE,10035,2129206165,40.798331590194,-73.933712503772
SCALLYWAG'S IRISH PUB & REST,Manhattan,508,9 AVENUE,10018,6464904803,40.756122539791,-73.994296975335
SCREME GELATO BAR,Manhattan,176,WEST   94 STREET,10025,6468707798,40.792475963413,-73.970689163854
SEAMORE'S MARKET BAR @ URBANSPACE,Manhattan,152,WEST   52 STREET,10019,6464158652,40.761997729789,-73.981568213506
"SEAN'S BAR & KITCHEN, REILLEY'S PLATES & POURS",Manhattan,3842,W 48TH ST,,2127649090,0.0,0.0
SHOGA-SUSHI & OYSTER BAR,Manhattan,1698,2 AVENUE,10128,2128768836,40.779077538043,-73.950850354193
SIDE BAR,Manhattan,55,HUDSON YARDS,10001,2159134007,40.755439214916,-74.002219825347
SIGNATURE CAFE AND BAR,Manhattan,480,WEST   42 STREET,10036,2127272424,40.759397068878,-73.994971705433
SKY55 BAR AND GRILL,Manhattan,55,WATER STREET,10041,6465906556,40.703590200178,-74.009781245549
SLATTERY'S MIDTOWN PUB,Manhattan,8,EAST   36 STREET,10016,2126836444,40.749451657071,-73.983015356741
SLAUGHTERED LAMB PUB,Manhattan,182,WEST    4 STREET,10014,2127273350,40.732490264391,-74.001832977903
SMITH'S HELL'S KITCHEN BAR & RESTAURANT,Manhattan,701,8 AVENUE,10036,2122472161,40.758625353806,-73.988784831621
SMOOTHIE JUICE BAR,Manhattan,1111,AVENUE OF THE AMERICAS,10036,7043285090,40.755221263577,-73.983847665275
SNACK BAR,Manhattan,679,RIVERSIDE DRIVE,10031,2122341023,40.827111090442,-73.951960177271
SNACK BAR,Manhattan,679,RIVERSIDE DRIVE,10031,9145575042,40.827111090442,-73.951960177271
SOCARRAT (PAELLA BAR AND WINE BAR),Manhattan,259,WEST   19 STREET,10011,2124621000,40.742404363211,-73.9992349422
SOCIETY BILLARDS AND BAR,Manhattan,10,EAST   21 STREET,10010,2124201000,40.740002257375,-73.989942740918
SOFIA WINE BAR,Manhattan,242,EAST   50 STREET,10022,2128888660,40.755383100451,-73.969756258171
SOHO CIGAR BAR,Manhattan,32,WATTS STREET,10013,2129411781,40.723577935399,-74.004516890266
SOLACE BAR & GRILL,Manhattan,3496,BROADWAY,10031,2129260166,40.82498371787,-73.951488382054
"SONY HUB, COFFEE BAR",Manhattan,25,MADISON AVENUE,10010,2128337349,40.742038588975,-73.987116786299
SPACE PING PONG LOUNGE & BAR,Manhattan,22,WEST   32 STREET,10001,6466092000,40.747626871722,-73.986653743397
"SPANISH DINER, CHURROS, BAR MANOLO",Manhattan,501,WEST   30 STREET,10001,6464951242,40.752131794857,-74.001147754922
SPOTIFY - BARISTA BAR,Manhattan,150,GREENWICH STREET,10007,9144383948,40.710504009675,-74.012523606424
SPYGLASS ROOFTOP BAR,Manhattan,45,WEST   38 STREET,10018,2127194100,40.751589996785,-73.984213084688
ST GEORGE TAVERN RESTAURANT & BAR,Manhattan,103,WASHINGTON STREET,10006,2122409868,40.708450716651,-74.014279788237
ST. PATRICK'S BAR AND GRILL,Manhattan,22,WEST   46 STREET,10036,2123911111,40.756417370066,-73.979985181942
ST. TROPEZ WINE BAR,Manhattan,302,WEST    4 STREET,10014,9173883893,40.73699163099,-74.003760024616
STATE GRILL AND BAR,Manhattan,350,5 AVENUE,10118,2122169693,40.748268900702,-73.984690273581
STITCH BAR,Manhattan,247,WEST   37 STREET,10018,2128524826,40.753468113318,-73.990593995072
STRANGE LOVE BAR,Manhattan,229,EAST   53 STREET,10022,9174751131,40.757372741623,-73.968603896078
SUBSTANCE VITALITY BAR,Manhattan,2268,BROADWAY,10024,2124966000,40.785462156004,-73.978759474489
SUGAR BAR,Manhattan,254,WEST   72 STREET,10023,2125790222,40.779322902488,-73.983357952919
SUNBURST ESPRESSO BAR,Manhattan,206,3 AVENUE,10003,2126741702,40.735873632667,-73.985306561981
SUNFLOWER ESPRESSO BAR,Manhattan,1196,6 AVENUE,10036,6464499332,40.757866919468,-73.981890615748
SUTTON BAR ROOM,Manhattan,1074,1 AVENUE,10022,2129809850,40.759264698077,-73.962210256696
SWEET ANNIE'S BAR AND EATERY,Manhattan,986,2 AVENUE,10022,5165086919,40.756266294164,-73.967492688256
Sake Bar Hagi,Manhattan,245,WEST   51 STREET,10019,2123980203,40.762431833901,-73.984492073505
Sunflower Espresso Bar,Manhattan,344,WEST   38 STREET,10018,3477292550,40.755252376432,-73.992954330275
TANOSHI SUSHI SAKE BAR,Manhattan,1372,YORK AVENUE,10021,9172658254,40.767668543904,-73.953133193319
TEMPERANCE WINE BAR,Manhattan,38-40,CARMINE ST,10014,6464389334,40.730085820731,-74.003178730394
TENZ ESPRESSO BAR,Manhattan,1071A,1ST AVE,10022,9176356148,40.75924000832,-73.962249977229
TERRAVITA BAR & KITCHEN,Manhattan,4193,BROADWAY,10033,6463704371,40.848107034346,-73.937808565216
THAT WITCH ALE YOU,Manhattan,116,MADISON STREET,10002,9143294587,40.712239276247,-73.994942812495
THE BAR AT PEOPLES,Manhattan,115,DELANCEY STREET,10002,2122022250,40.718502330547,-73.988084546292
THE BAR ROOM,Manhattan,117,EAST   60 STREET,10022,2125615523,40.76321357531,-73.968557813436
THE BEER GARAGE,Manhattan,118,CHRISTOPHER STREET,10014,6464904301,40.733173588603,-74.0056036299
THE BLARNEY STONE PUB & RESTAURANT,Manhattan,410,8 AVENUE,10001,2125945100,40.749971567747,-73.995062648984
THE BLUE DOG COOKHOUSE AND BAR,Manhattan,308,WEST   50 STREET,10019,2124590700,40.762451304264,-73.9865280264
THE BOWERY HOTEL BAR,Manhattan,335,BOWERY,10003,2125059100,40.726039794453,-73.991907539462
THE DAKOTA BAR,Manhattan,53,WEST   72 STREET,10023,2127870700,40.777101504418,-73.978050853379
THE DONUT PUB,Manhattan,740,BROADWAY,10003,6469741221,40.729877048594,-73.992993104409
THE FLYING COCK PUB,Manhattan,497,3 AVENUE,10016,2126896900,40.745380390907,-73.978353667414
THE GASTRO BAR,Manhattan,345,WEST   35 STREET,10001,6462008857,40.753413461737,-73.994293598801
THE GLOBE BAR & GRILL,Manhattan,158,EAST   23 STREET,10010,2124776161,40.739216592658,-73.984089727109
THE GRANGE BAR & EATERY,Manhattan,1635,AMSTERDAM AVENUE,10031,2124911635,40.822586712217,-73.94952459411
THE GREAT AMERICAN HEALTH BAR,Manhattan,35,WEST   57 STREET,10019,2123555177,40.763500664665,-73.975232402561
THE HEIGHTS BAR & GRILL,Manhattan,2867,BROADWAY,10025,2128667035,40.805064848224,-73.966052792085
THE HUDSON BAR ROOM,Manhattan,444,10 AVENUE,10001,6469525980,40.755054963628,-73.998787224394
THE JOLLY GOAT COFFEE BAR,Manhattan,515,WEST   47 STREET,10036,6465098957,40.763302830145,-73.994336067043
THE KING COLE BAR,Manhattan,2,EAST   55 STREET,10022,2123396800,40.761551766129,-73.97468082993
"THE LAVAUX, SWISS WINE AND FONDUE BAR",Manhattan,630,HUDSON STREET,10014,6466923328,40.738440794474,-74.005531903637
THE LAZY LLAMA COFFEE BAR,Manhattan,72,EAST    1 STREET,10003,6464101938,40.723377099773,-73.988700593011
THE LIBRARY BAR,Manhattan,811,7 AVENUE,10019,2125811000,40.762667534145,-73.982095067784
THE POLO BAR,Manhattan,1,EAST   55 STREET,10022,2122078562,40.761568232287,-73.97466999423
THE PONY BAR,Manhattan,1444,1 AVENUE,10021,2122880090,40.76983745024,-73.954496337861
"THE RAG TRADER, BOPEEP BAR",Manhattan,70,WEST   36 STREET,10018,9172615495,40.750736616924,-73.986072034139
THE RINKSIDE & LODGE BAR,Manhattan,42,WEST   42 STREET,10036,2126296191,40.754068239421,-73.982321170752
THE RITZ BAR & LOUNGE,Manhattan,369,WEST   46 STREET,10036,2123334177,40.760555006968,-73.989723040567
THE VIAND DINER & BAR,Manhattan,517,COLUMBUS AVENUE,10024,2123623333,40.785699676137,-73.972732440747
THE VIG BAR,Manhattan,12,SPRING STREET,10012,2126250011,40.721242099576,-73.994581365428
THE VILLAGE SAND BAR LLC,Manhattan,64,GREENWICH AVENUE,10011,7186443161,40.736165515468,-74.00085519649
THE WORLD BAR,Manhattan,845,UNITED NATIONS PLAZA,10017,2129359361,40.751976246982,-73.96753810122
THIRD AVENUE ALE HOUSE,Manhattan,1644,3 AVENUE,10128,6465599131,40.782725439365,-73.951140138645
TINY'S AND THE BAR UPSTAIRS,Manhattan,135,WEST BROADWAY,10013,2123741137,40.716751492059,-74.00823201583
TJ BYRNE'S BAR,Manhattan,77,FULTON STREET,10038,2124064551,40.708830267209,-74.00517595685
TOM AND JERRY BAR,Manhattan,288,ELIZABETH STREET,10012,2122605045,40.72475258944,-73.993311132001
TOMPKINS SQUARE BAR,Manhattan,110,AVENUE A,10009,2126149798,40.725874228518,-73.983649157445
TOP HOPS BEER SHOP,Manhattan,88,ESSEX STREET,10002,9175179005,40.718140053728,-73.988402066414
TRINITY PLACE BAR & RESTAURANT,Manhattan,115,BROADWAY,10006,2129640939,40.708623998921,-74.010997521565
TRINITY PUB,Manhattan,229,EAST   84 STREET,10028,2123274450,40.77717679085,-73.954155512284
TRIONA'S BAR RESTAURANT,Manhattan,192,3 AVENUE,10003,6464484671,40.735387854614,-73.985663899313
TROPICAL COVE BAR & GRILL,Manhattan,2280,FREDERICK DOUGLASS BOULEVARD,,3472640094,0.0,0.0
TRUMP BAR,Manhattan,725,5 AVENUE,10022,2127157290,40.762501364873,-73.974286993203
TURNMILL BAR,Manhattan,119,EAST   27 STREET,10016,6465246060,40.74230437776,-73.983569325765
TURNTABLE LP BAR,Manhattan,34,WEST   32 STREET,10001,2125944344,40.747819056202,-73.987101227901
TUTI BAR & LOUNGE (MARMAR PARK AVE),Manhattan,114,EAST   32 STREET,10016,6466039000,40.745457796553,-73.98151145534
TWINS PUB,Manhattan,421,9 AVENUE,10001,2126431688,40.753053988387,-73.996556687381
Tampico Tequila Bar,Manhattan,10,DELANCEY STREET,10002,6462394286,40.720160605592,-73.993510010117
Thread Lobby Bar,Manhattan,218,WEST   35 STREET,10001,6468502850,40.751977735538,-73.990929869721
UPSTAIRS BAR,Manhattan,59,CANAL STREET,10002,6465590098,40.714956435117,-73.992074824794
UPTOWN JUICE BAR,Manhattan,2524,7 AVENUE,10039,6465967569,40.822498971869,-73.938454048015
VANGUARD WINE BAR,Manhattan,1372,1 AVENUE,10021,2122889463,40.768704190867,-73.955323849645
VANGUARD WINE BAR,Manhattan,530,2 AVENUE,10016,2124479463,40.741916420477,-73.97793257498
VANGUARD WINE BAR,Manhattan,189,AMSTERDAM AVENUE,10023,2127999463,40.776531455578,-73.983138405426
VANGUARD WINE BAR,Manhattan,252,WEST   51 STREET,10019,6463211800,40.762462042273,-73.984611191634
VESELKA PIEROGI BAR,Manhattan,20,UNION SQUARE WEST,10003,9176130494,40.736609791786,-73.990679378381
WALTER'S BAR,Manhattan,389,8 AVENUE,10001,2125024023,40.749288143591,-73.995586024777
WARREN HALL COFFEE BAR,Manhattan,1125,AMSTERDAM AVENUE,10025,2128548641,40.806347912615,-73.961377891738
WATERMARK BAR,Manhattan,78,SOUTH STREET,10038,2127428200,40.70548168148,-74.004360568835
"WCOU RADIO , TILE BAR",Manhattan,115,1 AVENUE,10003,2122544317,40.727062983832,-73.985680128834
WEST END BAR & GRILL,Manhattan,813,8 AVENUE,10019,2127078986,40.761562015762,-73.986640110928
WESTSIDE WOK-KONATA SUSHI BAR,Manhattan,691,AMSTERDAM AVENUE,10025,2122222373,40.792448724959,-73.971519817808
WHITE & CASE COFFEE BAR & PANTRY,Manhattan,1221,AVENUE OF THE AMERICAS,10036,6468852175,40.759093865126,-73.982135738508
WINE BAR & RISTORANTE,Manhattan,1742,2 AVENUE,10128,2124271010,40.78082813766,-73.949574425471
WINNIE'S BAR,Manhattan,58,EAST BROADWAY,10002,6468388880,40.713614429948,-73.995530681107
WOGIES BAR & GRILL,Manhattan,44,TRINITY PLACE,10006,2127852838,40.707479201863,-74.013161451099
WOLFETONE'S IRISH PUB & KITCHEN,Manhattan,37,EAST   29 STREET,10016,2123901688,40.744434480615,-73.984781379958
WXYZ BAR,Manhattan,49,ANN STREET,10038,2125130003,40.710298632532,-74.006828085708
YUCA BAR & RESTAURANT,Manhattan,111,AVENUE A,10009,2129829533,40.726143190791,-73.983475912993
ZIBETTO ESPRESSO BAR,Manhattan,1221,AVENUE OF THE AMERICAS,10036,2123322648,40.759093865126,-73.982135738508
ZIBETTO ESPRESSO BAR,Manhattan,1385,6 AVENUE,10019,6467094314,40.763849724916,-73.977546237254
ZIBETTO ESPRESSO BAR,Manhattan,1,PENN PLAZA,10119,6462839919,40.751091318302,-73.992925898182
ZOE RESTAURANT & BAR LOUNGE,Manhattan,1559,SAINT NICHOLAS AVENUE,10040,9172658730,40.853592382772,-73.930613539126
ZURUTTO RAMEN & GYOZA BAR,Manhattan,142,WEST   72 STREET,10023,2124980022,40.778026892746,-73.980289181983
ZUTTO JAPANESE AMERICAN BAR,Manhattan,384,BROOME STREET,10013,6462555410,40.720402277551,-73.996572811102
ZUTTO JAPANESE AMERICAN PUB,Manhattan,77,HUDSON STREET,10013,6462555410,40.718381836675,-74.008870737951
ZZ CLAM BAR,Manhattan,169,THOMPSON STREET,10012,2122543800,40.727648512373,-74.000335540378
12 CORAZONES RESTAURANT & BAR,Queens,8622,ROOSEVELT AVENUE,11372,7182055575,40.748077703935,-73.879558020348
1392 SEAFOOD MUSIC BAR,Queens,13342,39TH AVE,11354,7189391392,40.759098909404,-73.834139118565
69 BAR LOUNGE,Queens,3821,69 STREET,11377,3475437183,40.746886470496,-73.896421476592
75 BLUE BAR,Queens,7518,ROOSEVELT AVE,11372,9173452202,40.746954831437,-73.890239130026
A+ ROOF BAR,Queens,3916,COLLEGE POINT BLVD,11354,9178558916,40.75879747639,-73.834479180217
ABYS BAR,Queens,681,SENECA AVENUE,11385,7185843333,40.703106457028,-73.908182455484
ACAPULCO BAR RESTAURANT,Queens,4320,31ST AVE,11103,7186060062,40.760065218018,-73.914467581793
ACENTO LATIN KITCHEN & BAR,Queens,3306,DITMARS BLVD,11105,7184409435,40.775278359405,-73.909515950248
ADDICTIVE WINE BAR & TAPAS 1,Queens,8701,NORTHERN BLVD,11372,3478320951,40.756063290823,-73.880583064368
ALBATROSS BAR,Queens,3619,24TH AVE,11103,7182049707,40.770384165292,-73.91268162679
ALEJANDRO TAPAS BAR,Queens,3801,69TH ST,11377,3475108561,40.746894708033,-73.896425072745
ALEXIS CARIBBEAN CUISINE / ALEXIS JUICE BAR,Queens,162-10,JAMAICA AVENUE,11432,7185233200,40.704356175082,-73.797595670547
ALFONSO'S BAR,Queens,7515,BROADWAY,11373,7184581068,40.746120293267,-73.890103369473
ALLEY POND SPORTS BAR & GRILL,Queens,23105,NORTHERN BOULEVARD,11363,7182259187,40.763875301699,-73.749650937991
ALOHA NYC BAR,Queens,3702,ASTORIA BLVD,11103,6093183500,40.769121635777,-73.912759103096
AMICI BAR,Queens,7311,88 STREET,11385,7188694828,40.708779208213,-73.863394464812
ASTORIA ALE HOUSE,Queens,19-19,DITMARS BOULEVARD,11105,7184157399,40.780867139378,-73.917405271892
"AUNT BUTCHIES, REVIVE BAR",Queens,,JFK INTERNATIONAL AIRPORT,11430,6464775291,40.648312826068,-73.788281497594
AUSTINS ALE HOUSE,Queens,8270,AUSTIN STREET,11415,7188493939,40.709629396049,-73.830024473794
BARO 1376 RESTAURANT & BAR,Queens,7532,BROADWAY,11373,3478480753,40.746048811921,-73.889980783057
BAYSIDE MARINA SNACK BAR,Queens,2805,CROSS ISLAND PARKWAY,11360,7182290097,40.779411666689,-73.768426183098
BBS PUB AND GRILL,Queens,17157,46TH AVE,11358,3474459786,40.753506405092,-73.794273110557
BEEF BAR RESTAURANT,Queens,4187,BOWNE ST,11355,7182251886,40.757473006999,-73.822462550372
BELLA PIZZA COFFEE BAR,Queens,4006,JUNCTION BLVD,11368,9292080065,40.748986017855,-73.869338939372
BENI'S RESTAURANT & BAR,Queens,12920,LIBERTY AVENUE,11419,7187389700,40.689373345092,-73.816060217244
BERBICE BAR AND RESTAURANT,Queens,17306,JAMAICA AVE,11432,7182976100,40.707885085982,-73.786518952652
BIA RESTAURANT & BAR,Queens,27112,UNION TPKE,11040,7183474422,40.751897671992,-73.702721121037
BICHEIROS BAR,Queens,94-10,JAMAICA AVENUE,11421,9174638885,40.694079161422,-73.850951053176
BLA BLA BAR,Queens,7128,ROOSEVELT AVE,11372,3475526471,40.746546813276,-73.894173605278
